Open,High,Low,Close,Volume,SMA_10,SMA_50,EMA_20,RSI_14,Volume_SMA_20,Volatility,Target_Next_Close
176.89,178.01,175.74,177.34,1694967,167.31,155.94,164.49,73.84,1346325.0,0.2555,178.99
178.52,180.09,176.41,178.99,1576955,169.19,156.58,165.87,83.0,1350067.0,0.2556,178.11
179.35,181.66,175.54,178.11,1085207,170.92,157.24,167.03,85.15,1373803.0,0.259,179.79
179.44,180.12,178.53,179.79,1138669,172.81,157.89,168.25,85.93,1368424.0,0.2588,182.9
183.25,184.18,182.75,182.9,974092,174.72,158.61,169.64,85.35,1396970.0,0.2454,185.25
185.38,186.6,183.75,185.25,944286,176.22,159.38,171.13,89.6,1304011.0,0.245,186.76
184.77,188.58,179.55,186.76,1838928,177.99,160.14,172.62,89.88,1331758.0,0.2359,189.87
190.6,191.47,187.98,189.87,568828,180.2,161.02,174.26,90.75,1345586.0,0.2146,193.32
193.53,193.72,192.63,193.32,508532,182.47,161.95,176.08,90.88,1323738.0,0.2039,197.47
197.97,199.66,196.36,197.47,489648,184.98,162.95,178.11,90.26,1261112.0,0.2034,199.5
203.42,203.44,198.64,199.5,6178114,187.2,163.97,180.15,94.14,1523952.0,0.1942,199.1
197.03,201.79,195.89,199.1,1838157,189.21,164.97,181.96,96.24,1567638.0,0.1886,199.64
201.36,203.17,197.84,199.64,1534313,191.36,165.86,183.64,95.97,1621776.0,0.1892,203.39
203.1,204.48,203.03,203.39,516065,193.72,166.86,185.52,96.2,1552971.0,0.1868,201.01
201.3,202.27,198.64,201.01,1980131,195.53,167.83,187.0,88.22,1616185.0,0.2026,202.23
202.18,202.86,200.65,202.23,1095523,197.23,168.85,188.45,88.05,1660249.0,0.1719,201.14
200.71,202.78,200.62,201.14,1427357,198.67,169.88,189.66,87.43,1686938.0,0.1695,201.33
200.75,202.98,200.08,201.33,550566,199.81,170.93,190.77,86.79,1582647.0,0.1621,205.33
205.67,206.28,204.56,205.33,1367117,201.01,172.01,192.15,87.18,1606880.0,0.1647,206.02
204.46,207.08,203.86,206.02,856777,201.87,173.04,193.48,86.44,1408212.0,0.1659,206.27
207.04,208.58,205.79,206.27,651811,202.55,174.1,194.69,85.81,1356054.0,0.1508,202.2
201.78,203.01,199.9,202.2,2163602,202.86,175.11,195.41,71.88,1385386.0,0.179,204.58
203.43,206.47,202.84,204.58,351453,203.35,176.15,196.28,70.76,1348698.0,0.1751,206.68
206.21,207.12,204.79,206.68,1889496,203.68,177.25,197.27,68.36,1386240.0,0.1753,213.6
214.94,216.36,212.08,213.6,2079397,204.94,178.46,198.83,73.53,1441505.0,0.1961,212.72
212.15,213.6,208.57,212.72,594981,205.99,179.64,200.15,72.37,1424040.0,0.1995,213.53
213.91,216.18,211.24,213.53,623894,207.23,180.91,201.42,72.62,1363288.0,0.1998,214.44
213.65,215.85,212.48,214.44,1006087,208.54,182.12,202.66,69.82,1385151.0,0.1965,219.68
220.51,220.79,217.64,219.68,1506996,209.97,183.35,204.28,80.37,1435074.0,0.2028,219.48
220.23,222.47,217.6,219.48,1064180,211.32,184.61,205.73,79.02,1463801.0,0.1963,220.51
222.54,222.92,218.24,220.51,1701209,212.74,185.9,207.14,82.65,1239956.0,0.1954,222.64
222.44,224.53,220.51,222.64,4927704,214.78,187.22,208.61,83.72,1394433.0,0.1942,223.37
224.12,224.79,218.8,223.37,801168,216.66,188.54,210.02,81.84,1357776.0,0.1941,221.99
222.1,224.5,218.88,221.99,304935,218.2,189.79,211.16,77.52,1347219.0,0.192,222.75
224.2,226.51,222.7,222.75,2328509,219.11,190.97,212.26,77.91,1364638.0,0.1824,226.48
225.67,229.5,225.2,226.48,4623449,220.49,192.22,213.62,91.57,1541034.0,0.187,223.13
223.96,224.51,222.01,223.13,1646586,221.45,193.45,214.52,80.74,1551996.0,0.1971,223.69
223.47,224.74,222.7,223.69,503732,222.37,194.75,215.4,79.71,1549654.0,0.1967,221.46
221.39,223.97,220.12,221.46,1089126,222.55,196.04,215.98,66.43,1535755.0,0.196,225.58
225.69,226.49,221.91,225.58,491482,223.16,197.41,216.89,73.66,1517490.0,0.2028,220.6
220.88,221.76,218.26,220.6,2011285,223.17,198.59,217.24,61.27,1585464.0,0.2238,218.86
218.74,219.65,218.7,218.86,407977,222.79,199.77,217.4,56.88,1497682.0,0.2112,220.22
220.45,220.87,218.22,220.22,945904,222.48,200.95,217.67,50.95,1527405.0,0.2094,225.56
227.34,229.69,225.44,225.56,538492,222.83,202.25,218.42,59.1,1459855.0,0.2207,225.45
226.56,226.82,223.51,225.45,1331024,223.1,203.48,219.09,57.61,1422436.0,0.1927,223.69
224.67,226.64,222.29,223.69,897103,222.83,204.55,219.53,51.64,1437542.0,0.1948,230.21
229.69,234.25,228.12,230.21,1385275,223.53,205.77,220.54,59.02,1475611.0,0.2165,225.38
224.38,228.14,223.93,225.38,1224300,223.7,206.92,221.0,54.09,1486522.0,0.2337,218.17
219.22,221.18,218.16,218.17,546163,223.37,207.88,220.74,45.21,1438480.0,0.249,219.73
220.69,221.5,218.18,219.73,1985738,222.79,208.82,220.64,42.6,1484558.0,0.2504,218.19
219.8,220.75,217.35,218.19,1156591,222.55,209.64,220.41,44.36,1457327.0,0.251,214.98
214.33,214.99,211.85,214.98,545346,222.16,210.36,219.89,40.63,1238209.0,0.2529,217.39
217.14,219.52,216.34,217.39,7222713,221.88,211.15,219.65,45.63,1559286.0,0.2565,218.29
216.5,220.01,215.76,218.29,1760562,221.15,211.92,219.52,41.61,1632068.0,0.2565,216.56
216.13,218.99,213.89,216.56,1063835,220.26,212.59,219.24,44.98,1568834.0,0.2572,212.55
213.61,214.61,211.82,212.55,3730913,219.14,213.13,218.6,42.56,1524207.0,0.2549,215.45
214.95,215.81,213.29,215.45,5248497,217.67,213.71,218.3,44.59,1704303.0,0.2575,217.67
218.37,218.52,215.41,217.67,1070590,216.9,214.26,218.24,40.36,1732646.0,0.2606,217.46
217.25,218.73,215.58,217.46,1587892,216.83,214.75,218.17,40.26,1757584.0,0.2586,223.68
224.04,227.18,220.47,223.68,545576,217.22,215.27,218.69,49.98,1760289.0,0.2707,220.23
218.96,222.06,217.07,220.23,1069012,217.43,215.69,218.84,38.23,1713175.0,0.2645,215.35
215.45,216.72,212.19,215.35,1025560,217.46,216.01,218.51,38.19,1744054.0,0.2749,213.24
210.05,215.51,208.54,213.24,1394242,217.05,216.28,218.01,43.39,1766471.0,0.2754,213.2
213.0,213.86,212.37,213.2,1569406,216.54,216.48,217.55,40.89,1818017.0,0.2583,214.08
212.34,214.83,211.15,214.08,1882032,216.29,216.74,217.22,44.17,1845567.0,0.2593,213.42
214.7,215.12,211.14,213.42,1454414,216.38,216.96,216.86,47.61,1873433.0,0.2586,214.65
215.49,217.65,212.64,214.65,456528,216.3,217.23,216.65,45.66,1826996.0,0.2331,210.77
211.26,212.59,208.3,210.77,567630,215.61,217.42,216.09,39.09,1794162.0,0.2304,215.49
217.13,218.81,214.34,215.49,776750,215.41,217.63,216.03,48.57,1805691.0,0.2211,215.33
214.31,215.9,212.6,215.33,959538,214.58,217.81,215.96,54.14,1754381.0,0.2193,219.08
220.99,223.45,216.01,219.08,2787398,214.46,218.07,216.26,55.26,1835922.0,0.2273,220.32
221.35,221.69,220.15,220.32,474325,214.96,218.43,216.65,53.95,1832371.0,0.2208,221.95
221.68,223.83,218.48,221.95,903533,215.83,218.78,217.15,56.43,1516412.0,0.219,223.96
225.23,225.33,219.18,223.96,2577698,216.91,219.12,217.8,50.46,1557268.0,0.2206,225.58
224.34,226.49,224.16,225.58,946094,218.06,219.36,218.54,59.29,1551381.0,0.2187,227.88
226.94,228.46,224.92,227.88,1738151,219.5,219.67,219.43,73.85,1451743.0,0.2061,232.59
231.88,234.51,231.45,232.59,1075575,221.3,220.05,220.68,83.54,1243097.0,0.212,233.39
232.78,233.62,231.85,233.39,1476856,223.56,220.43,221.89,84.09,1263410.0,0.2107,236.01
234.76,236.59,234.12,236.01,1001712,225.61,220.75,223.24,84.97,1234102.0,0.2116,235.81
237.25,238.49,235.44,235.81,2050619,227.66,221.08,224.44,86.25,1309354.0,0.1914,241.08
240.76,241.53,239.73,241.08,349393,229.86,221.49,226.02,87.84,1273373.0,0.1909,238.76
239.18,240.98,237.66,238.76,899280,231.7,221.81,227.23,91.99,1267059.0,0.1718,245.42
244.72,247.62,244.57,245.42,1524623,234.05,222.26,228.97,92.43,1273578.0,0.1799,245.4
243.16,245.98,243.05,245.4,1843093,236.19,222.72,230.53,92.78,1287262.0,0.1799,240.31
240.63,243.43,238.72,240.31,3970339,237.66,223.07,231.46,79.09,1391677.0,0.2053,240.89
238.59,243.84,236.55,240.89,879562,238.96,223.36,232.36,78.71,1362935.0,0.203,238.56
238.48,238.71,238.38,238.56,3927781,239.56,223.67,232.95,72.74,1536498.0,0.2106,241.71
240.05,243.66,236.38,241.71,709830,240.39,224.03,233.78,73.56,1543608.0,0.1929,239.47
241.85,245.89,237.24,239.47,3481302,240.74,224.39,234.33,68.14,1678835.0,0.1919,237.99
239.08,241.89,235.43,237.99,2312809,240.96,224.64,234.68,63.5,1746499.0,0.1952,231.46
231.58,234.13,231.41,231.46,579101,240.0,224.86,234.37,48.56,1636084.0,0.2209,230.01
231.46,234.02,229.42,230.01,1537443,239.12,225.08,233.95,45.76,1689240.0,0.2229,221.91
220.97,222.11,219.2,221.91,1154307,236.77,225.11,232.81,34.48,1701778.0,0.2584,216.81
217.4,218.07,214.1,216.81,1983686,233.91,224.94,231.28,31.12,1672078.0,0.2685,219.4
219.62,223.52,215.98,219.4,1005889,231.82,224.82,230.15,27.26,1675068.0,0.2711,222.12
222.41,224.54,219.78,222.12,940533,229.94,224.79,229.39,32.68,1635187.0,0.2724,223.65
225.07,226.67,221.31,223.65,3595795,228.45,224.66,228.84,24.64,1761198.0,0.262,220.54
221.35,221.85,220.05,220.54,1111280,226.34,224.56,228.05,22.98,1742919.0,0.2646,220.49
220.81,221.07,219.31,220.49,2329438,224.44,224.61,227.33,25.81,1809305.0,0.2597,220.59
218.76,221.59,216.57,220.59,1004217,222.7,224.62,226.69,24.93,1756985.0,0.2599,216.9
215.86,219.74,214.9,216.9,4562268,221.24,224.6,225.76,24.11,1967629.0,0.2456,221.96
221.82,222.35,219.33,221.96,698948,220.44,224.74,225.39,27.43,1957612.0,0.2647,225.01
225.11,225.24,221.25,225.01,735779,220.75,224.89,225.36,33.77,1918170.0,0.2466,224.38
223.11,224.72,223.07,224.38,4071873,221.5,225.01,225.26,34.43,2029609.0,0.2462,224.58
227.29,231.64,224.48,224.58,842427,222.02,225.17,225.2,40.8,1873213.0,0.239,225.4
227.1,230.92,224.34,225.4,4329053,222.35,225.43,225.22,43.72,2045688.0,0.2394,218.71
219.36,220.56,217.02,218.71,2454595,221.85,225.49,224.6,45.47,1972029.0,0.2565,218.01
218.08,218.28,216.36,218.01,1062654,221.6,225.5,223.97,51.94,1989670.0,0.2482,215.9
215.67,216.87,213.81,215.9,281916,221.14,225.47,223.2,44.24,1829701.0,0.2483,212.78
211.77,213.9,210.7,212.78,1184161,220.36,225.25,222.21,34.88,1773268.0,0.2505,211.99
212.07,212.16,211.49,211.99,1304465,219.87,225.09,221.24,30.64,1809536.0,0.2366,217.9
218.18,219.42,216.56,217.9,3059537,219.46,225.14,220.92,45.98,1885641.0,0.2624,220.11
218.74,225.59,217.82,220.11,4285542,218.97,225.27,220.84,49.46,2042203.0,0.2356,218.34
218.71,220.12,218.33,218.34,695238,218.37,225.38,220.6,46.94,1977780.0,0.2221,220.34
220.16,221.83,219.46,220.34,2282873,217.95,225.5,220.58,54.9,2041630.0,0.2203,225.12
222.97,225.88,221.57,225.12,2218455,217.92,225.74,221.01,54.55,2105526.0,0.2294,228.38
227.4,229.21,224.16,228.38,2838340,218.89,226.01,221.71,54.82,2067653.0,0.2337,228.7
228.23,231.98,226.92,228.7,1792195,219.96,226.37,222.38,56.23,2101699.0,0.2268,226.6
228.74,229.35,226.18,226.6,254231,221.03,226.59,222.78,52.77,1997938.0,0.2301,229.1
229.74,231.09,227.81,229.1,1061997,222.66,226.87,223.38,54.85,2000827.0,0.2325,230.58
229.04,232.93,227.61,230.58,477077,224.52,227.1,224.07,67.97,1796568.0,0.2221,233.81
234.38,236.34,230.8,233.81,1022657,226.11,227.37,224.99,72.22,1812753.0,0.2132,236.17
234.34,237.09,231.8,236.17,2633971,227.71,227.65,226.06,78.31,1907663.0,0.211,240.03
241.33,242.75,237.45,240.03,1535122,229.88,227.97,227.39,87.27,1780825.0,0.2156,238.23
237.67,238.5,234.93,238.23,3013077,231.67,228.22,228.42,84.92,1889358.0,0.2189,243.11
242.99,246.22,242.43,243.11,1580739,233.47,228.53,229.82,84.5,1751942.0,0.2275,243.95
245.57,247.01,243.89,243.95,425635,235.03,228.76,231.17,83.89,1650494.0,0.19,251.79
250.17,251.81,248.42,251.79,160062,237.34,229.12,233.13,90.55,1605364.0,0.2089,249.33
247.58,249.8,246.13,249.33,1354640,239.61,229.39,234.67,84.75,1659001.0,0.209,256.03
255.28,256.19,254.65,256.03,1013437,242.3,229.8,236.71,85.42,1650464.0,0.2034,256.92
258.26,259.31,256.09,256.92,550423,244.94,230.11,238.63,84.59,1612762.0,0.1988,254.55
252.62,258.84,252.55,254.55,308506,247.01,230.43,240.15,79.84,1475211.0,0.1976,252.84
249.26,256.97,247.55,252.84,668108,248.68,230.58,241.36,80.55,1294339.0,0.204,251.75
251.18,252.06,248.59,251.75,1029317,249.85,230.7,242.35,77.27,1311043.0,0.2007,253.48
254.18,254.99,253.37,253.48,2048671,251.38,230.97,243.41,77.41,1299333.0,0.2006,255.61
257.14,257.26,251.42,255.61,1398491,252.63,231.26,244.57,76.8,1258335.0,0.1932,253.54
252.96,255.03,249.67,253.54,4353339,253.58,231.56,245.42,71.52,1334085.0,0.1973,253.58
253.06,253.95,251.93,253.58,525190,253.76,231.8,246.2,68.53,1270734.0,0.1976,261.99
263.5,266.87,261.92,261.99,2433514,255.03,232.25,247.7,77.52,1379699.0,0.2132,269.0
266.49,273.9,264.06,269.0,1248981,256.33,232.87,249.73,78.58,1389048.0,0.2238,270.9
270.38,273.58,269.51,270.9,2096406,257.72,233.66,251.75,79.07,1470014.0,0.2238,271.19
271.45,273.69,270.52,271.19,848129,259.39,234.48,253.6,75.0,1461288.0,0.224,271.82
272.43,273.39,269.37,271.82,2834409,261.29,235.48,255.34,80.43,1471310.0,0.2246,274.47
273.77,277.3,271.23,274.47,1522980,263.56,236.63,257.16,78.01,1470703.0,0.2222,270.42
270.47,270.5,269.73,270.42,698327,265.25,237.65,258.42,68.72,1354965.0,0.2297,269.52
266.16,272.18,263.26,269.52,1191091,266.64,238.6,259.48,71.63,1335483.0,0.226,262.99
262.12,265.63,261.01,262.99,992870,267.59,239.39,259.81,62.88,1363845.0,0.2491,264.7
265.3,266.85,263.64,264.7,1778609,268.7,240.27,260.28,66.17,1444772.0,0.2261,267.41
266.1,268.57,264.01,267.41,467978,269.24,241.21,260.96,66.98,1400439.0,0.2227,265.62
265.69,267.22,262.21,265.62,1174694,268.9,242.11,261.4,62.3,1408502.0,0.2075,272.1
272.71,277.93,269.43,272.1,1649933,269.02,243.21,262.42,70.56,1463477.0,0.2224,267.27
266.82,271.95,263.46,267.27,1234798,268.63,244.12,262.88,63.72,1509792.0,0.2304,261.6
261.82,263.26,259.65,261.6,3532629,267.61,244.85,262.76,49.59,1653018.0,0.2436,262.61
261.35,266.02,256.57,262.61,2233807,266.42,245.62,262.75,42.24,1713242.0,0.2426,266.9
266.63,267.72,264.96,266.9,1195428,266.07,246.46,263.14,45.41,1670580.0,0.2472,273.87
274.7,275.8,272.19,273.87,1430237,266.51,247.43,264.16,52.66,1672167.0,0.2603,272.12
272.34,276.03,271.22,272.12,1523517,267.42,248.5,264.92,50.3,1530676.0,0.2594,276.7
275.89,277.08,274.87,276.7,1660517,268.62,249.68,266.04,52.1,1587443.0,0.2631,276.68
276.99,278.79,273.31,276.68,279141,269.55,250.89,267.06,56.35,1479724.0,0.2405,276.1
277.09,278.92,274.34,276.1,944847,270.6,252.16,267.92,56.73,1464517.0,0.2237,279.93
277.06,282.33,275.83,279.93,366754,271.38,253.52,269.06,68.33,1378035.0,0.2272,282.82
284.46,289.18,282.79,282.82,3343821,272.93,254.81,270.37,69.12,1502819.0,0.2292,276.35
275.89,276.4,275.68,276.35,1145464,274.41,255.94,270.94,58.73,1418372.0,0.2459,282.68
283.28,285.82,279.8,282.68,1030265,276.42,257.23,272.06,65.32,1393736.0,0.2564,288.74
290.47,290.9,286.07,288.74,2464348,278.6,258.59,273.65,65.05,1482037.0,0.2579,286.18
284.22,287.85,282.02,286.18,1685983,279.83,259.82,274.84,67.84,1506782.0,0.2606,288.03
287.01,288.84,286.09,288.03,487522,281.42,261.01,276.1,76.88,1481515.0,0.2398,290.32
289.9,291.11,287.46,290.32,1136286,282.78,262.24,277.45,77.47,1449398.0,0.24,291.6
290.46,292.24,289.71,291.6,919758,284.28,263.54,278.8,76.04,1471987.0,0.2391,289.35
291.86,294.7,289.02,289.35,297858,285.6,264.75,279.8,68.12,1428146.0,0.2397,286.59
285.36,289.16,281.42,286.59,692303,286.27,265.87,280.45,66.54,1380264.0,0.2323,286.63
285.83,288.25,285.21,286.63,1038375,286.65,266.92,281.04,62.66,1370443.0,0.2198,291.86
292.16,292.2,291.79,291.86,1096944,288.2,268.04,282.07,67.09,1248659.0,0.2048,294.4
292.63,294.72,288.05,294.4,367403,289.37,269.12,283.24,69.73,1155339.0,0.205,292.91
292.33,293.9,290.72,292.91,3021707,289.79,270.22,284.16,64.75,1246652.0,0.2045,296.47
296.94,297.66,292.82,296.47,1108277,290.82,271.28,285.34,65.27,1230554.0,0.1907,284.21
283.74,286.59,282.38,284.21,1239281,290.43,272.09,285.23,57.79,1216343.0,0.2479,289.29
289.16,290.07,287.51,289.29,1656990,290.33,272.84,285.62,56.72,1216166.0,0.2487,281.98
281.24,285.01,280.97,281.98,640201,289.37,273.49,285.27,43.31,1234219.0,0.2674,280.59
278.47,282.26,277.94,280.59,1732515,288.49,273.98,284.82,44.33,1273603.0,0.268,276.06
276.5,276.96,273.99,276.06,896577,287.44,274.37,283.99,38.49,1300094.0,0.27,270.89
273.26,273.33,270.05,270.89,586971,285.87,274.69,282.74,32.3,1162251.0,0.2741,275.78
275.81,279.35,275.33,275.78,1902649,284.26,275.15,282.08,36.48,1200111.0,0.2713,273.99
274.3,274.34,270.47,273.99,3966279,282.22,275.6,281.31,36.77,1346911.0,0.2582,275.56
276.51,277.15,270.97,275.56,2147604,280.48,276.04,280.76,40.29,1331074.0,0.2455,275.5
273.75,278.1,271.11,275.5,2516506,278.39,276.44,280.26,40.22,1372600.0,0.2443,277.62
279.98,280.47,275.54,277.62,792934,277.73,276.92,280.01,36.75,1387871.0,0.2449,278.08
278.36,279.71,275.02,278.08,335006,276.6,277.41,279.82,34.21,1347807.0,0.2426,272.91
275.14,278.56,270.34,272.91,3961407,275.7,277.63,279.17,31.94,1499889.0,0.2481,277.16
276.14,277.6,274.53,277.16,6222061,275.35,277.79,278.97,32.77,1796100.0,0.2561,275.25
277.75,277.98,272.49,275.25,4131889,275.27,277.88,278.62,40.2,1968079.0,0.2553,269.03
270.08,270.17,267.31,269.03,919303,275.09,277.83,277.71,28.37,1962125.0,0.2654,267.45
268.19,270.41,263.04,267.45,477487,274.25,277.75,276.73,32.32,1931152.0,0.2533,273.67
273.99,274.72,272.45,273.67,512703,274.22,277.73,276.44,42.47,1938417.0,0.268,277.32
276.98,280.6,276.63,277.32,312704,274.4,277.87,276.52,51.4,1802967.0,0.2745,276.01
277.67,279.88,275.26,276.01,1103609,274.45,278.0,276.47,56.22,1802734.0,0.269,274.71
274.9,275.2,271.98,274.71,4345026,274.16,278.23,276.31,48.57,1958021.0,0.2289,273.52
270.83,273.71,269.14,273.52,1073752,273.7,278.41,276.04,49.37,1928859.0,0.2171,282.32
280.74,284.73,279.28,282.32,1531653,274.65,278.71,276.64,57.65,1973432.0,0.2331,284.08
283.82,286.26,283.12,284.08,3614548,275.34,279.08,277.35,59.34,2067533.0,0.2332,286.06
286.51,291.84,281.25,286.06,870413,276.42,279.36,278.18,59.22,2066225.0,0.2253,290.67
290.58,290.7,290.26,290.67,6128282,278.58,279.82,279.37,62.6,2343291.0,0.2168,291.85
293.63,294.82,287.45,291.85,5918984,281.02,280.43,280.56,70.6,2544108.0,0.21,290.87
288.03,291.06,287.91,290.87,1082854,282.74,280.99,281.54,66.05,2399936.0,0.2085,290.16
290.37,292.02,288.15,290.16,757646,284.03,281.46,282.36,67.95,2330438.0,0.2091,289.99
287.35,294.21,286.26,289.99,2100719,285.42,281.78,283.09,79.55,2309649.0,0.2092,289.97
291.08,292.72,286.08,289.97,910710,286.95,282.14,283.74,83.24,2315538.0,0.2085,293.3
293.16,296.57,289.74,293.3,476753,288.93,282.47,284.65,81.67,2322625.0,0.211,293.68
294.29,298.31,290.88,293.68,3351742,290.06,282.81,285.51,79.51,2292142.0,0.1956,297.07
295.79,297.35,294.19,297.07,3182437,291.36,283.23,286.61,85.33,2140161.0,0.1929,296.86
298.76,299.59,292.79,296.86,1361924,292.44,283.57,287.59,88.58,2001662.0,0.1897,297.36
298.91,301.04,290.91,297.36,437883,293.11,283.86,288.52,92.54,1977591.0,0.1624,288.72
289.57,292.16,288.58,288.72,449719,292.8,284.11,288.54,61.49,1976203.0,0.1997,292.87
292.68,294.66,290.62,292.87,1310321,293.0,284.31,288.95,64.52,2016084.0,0.1905,294.54
295.39,295.55,291.22,294.54,806212,293.44,284.43,289.48,64.16,2040759.0,0.1871,299.13
298.07,301.59,297.55,299.13,915408,294.35,284.69,290.4,64.15,2031349.0,0.1898,286.56
287.78,288.94,286.27,286.56,2723887,294.01,284.66,290.04,43.59,1950292.0,0.2496,295.82
298.26,298.86,295.58,295.82,2161998,294.26,284.77,290.59,55.0,2004705.0,0.2699,295.35
296.93,297.12,294.65,295.35,3621917,294.43,284.84,291.04,55.26,2109218.0,0.2491,300.45
299.36,301.42,297.84,300.45,544433,294.77,285.06,291.94,59.64,1955712.0,0.2544,295.95
296.49,296.96,295.03,295.95,913872,294.68,285.25,292.32,55.09,1957885.0,0.2616,298.83
296.9,301.3,292.31,298.83,2207089,294.82,285.49,292.94,54.74,1761825.0,0.258,294.3
295.14,295.25,293.94,294.3,1721080,295.38,285.54,293.07,50.49,1551930.0,0.2644,291.7
292.36,294.87,286.18,291.7,4097568,295.26,285.49,292.94,45.65,1702666.0,0.2662,300.35
297.54,300.54,296.7,300.35,1683573,295.84,285.64,293.64,52.49,1748962.0,0.2855,299.64
297.9,300.79,295.56,299.64,5274989,295.9,285.7,294.22,51.62,1907676.0,0.2857,300.77
300.34,306.88,299.95,300.77,1852439,297.32,286.03,294.84,59.59,1954762.0,0.2857,304.87
304.41,304.97,301.21,304.87,2812920,298.22,286.34,295.8,59.56,2071571.0,0.2868,307.3
305.44,310.75,303.12,307.3,928372,299.42,286.85,296.89,60.04,1950402.0,0.2875,308.15
308.75,309.08,305.53,308.15,1216428,300.19,287.4,297.96,57.54,1852102.0,0.2855,310.0
310.39,311.67,308.92,310.0,2492397,301.59,288.08,299.11,73.88,1908625.0,0.2857,321.54
321.22,325.84,316.72,321.54,4370476,303.86,289.09,301.24,75.04,2105255.0,0.3113,321.42
320.2,322.93,319.27,321.42,2155190,306.57,290.01,303.17,75.56,2190528.0,0.2865,322.55
324.24,328.35,320.38,322.55,1125190,309.66,290.98,305.01,73.5,2181272.0,0.2846,327.84
330.55,332.71,326.04,327.84,3619578,312.41,292.02,307.19,83.35,2321940.0,0.2875,333.49
332.68,337.17,331.52,333.49,208233,315.79,293.18,309.69,84.26,2286581.0,0.2883,339.65
338.61,340.83,336.33,339.65,385467,319.68,294.42,312.54,93.45,2169660.0,0.2298,343.09
343.93,344.64,341.78,343.09,2074659,323.5,295.72,315.45,98.44,2165294.0,0.2122,337.43
336.82,337.61,336.7,337.43,1216254,326.51,297.01,317.55,87.04,2045010.0,0.2268,345.97
345.73,347.88,342.01,345.97,1952089,330.3,298.39,320.25,90.01,2115393.0,0.2335,340.24
341.5,343.37,334.98,340.24,1266193,333.32,299.69,322.16,81.58,2133009.0,0.2355,341.96
338.69,342.71,338.63,341.96,1898845,335.36,301.15,324.04,80.85,2117597.0,0.2354,338.28
340.51,340.55,336.59,338.28,626859,337.05,302.56,325.4,75.25,2062886.0,0.2304,338.12
338.25,338.65,337.6,338.12,1898147,338.61,303.85,326.61,74.71,1952915.0,0.2245,339.97
339.27,340.23,335.71,339.97,2664512,339.82,305.11,327.88,74.71,2001962.0,0.2088,341.78
341.63,342.97,341.42,341.78,3192901,340.65,306.42,329.21,69.87,1897857.0,0.2063,344.12
344.06,346.44,343.55,344.12,6021478,341.1,307.81,330.63,71.36,2106309.0,0.206,352.73
349.68,353.84,348.02,352.73,1461945,342.06,309.39,332.73,74.89,2038761.0,0.2148,355.31
357.97,359.27,355.03,355.31,1497232,343.85,310.85,334.88,73.72,2067204.0,0.2148,354.19
354.27,358.75,353.09,354.19,355564,344.67,312.26,336.72,69.39,2024160.0,0.2175,359.53
360.33,360.47,358.05,359.53,786124,346.6,313.73,338.89,68.91,1938847.0,0.2193,366.19
367.93,369.34,364.28,366.19,1030479,349.02,315.24,341.49,70.7,1771847.0,0.1943,359.69
357.85,361.78,356.1,359.69,2786385,351.16,316.59,343.23,69.65,1803407.0,0.2116,363.1
363.96,365.98,361.57,363.1,737631,353.66,318.04,345.12,66.64,1784029.0,0.2118,367.13
366.64,369.06,362.67,367.13,2274047,356.38,319.58,347.22,76.99,1716752.0,0.2092,365.68
367.22,368.91,356.25,365.68,1201045,358.77,321.09,348.97,73.94,1766393.0,0.2073,373.49
369.51,375.09,368.34,373.49,1043682,361.7,322.76,351.31,82.8,1799304.0,0.2101,372.83
372.65,375.92,372.55,372.83,1467565,363.71,324.35,353.36,82.04,1768949.0,0.2103,373.72
372.6,374.94,367.59,373.72,879470,365.55,325.95,355.3,81.72,1752110.0,0.1958,372.94
373.75,376.46,372.02,372.94,853217,367.43,327.47,356.98,79.86,1697166.0,0.1821,373.21
374.09,374.46,371.79,373.21,307481,368.8,329.0,358.52,79.03,1649230.0,0.1661,367.31
366.01,367.68,364.28,367.31,986221,368.91,330.4,359.36,65.38,1603599.0,0.1813,359.64
358.36,360.25,350.76,359.64,819152,368.91,331.81,359.39,54.12,1613214.0,0.195,368.53
368.33,370.73,364.3,368.53,795889,369.45,333.33,360.26,61.9,1558101.0,0.2089,364.06
362.43,365.01,360.29,364.06,1678646,369.14,334.72,360.62,53.81,1508808.0,0.2168,358.87
360.38,366.94,356.89,358.87,2036830,368.46,335.91,360.45,43.68,1451004.0,0.2257,347.63
346.99,350.0,344.93,347.63,1448089,365.88,337.13,359.23,40.38,1222335.0,0.2547,344.49
339.48,345.92,337.1,344.49,2666646,363.04,338.11,357.83,35.08,1282570.0,0.2398,337.89
337.26,339.32,335.47,337.89,1905870,359.46,338.96,355.93,27.5,1303002.0,0.2458,346.49
344.69,348.9,343.63,346.49,949750,356.81,339.88,355.03,36.7,1332711.0,0.2649,351.95
349.08,351.98,343.3,351.95,830443,354.69,341.0,354.74,34.57,1334927.0,0.2654,348.51
346.36,348.9,343.12,348.51,1544572,352.81,341.99,354.14,33.24,1360632.0,0.2568,360.67
360.87,369.29,358.43,360.67,1903136,352.91,343.32,354.77,42.21,1316469.0,0.2817,366.2
368.64,369.18,363.7,366.2,3679455,352.68,344.81,355.85,46.2,1463560.0,0.285,364.6
365.18,368.48,363.43,364.6,3118736,352.73,346.1,356.69,45.21,1505795.0,0.2827,351.36
